 157,0,1,0,0,1,0,1,1
 159,0,1,0,0,1,1,0,0
 161,0,1,0,0,1,1,0,1
 163,0,1,0,0,1,1,1,0
 165,0,1,0,0,1,1,1,1
 167,0,1,0,1,0,0,0,0
 169,0,1,0,1,0,0,0,1
 171,0,1,0,1,0,0,1,0
 173,0,1,0,1,0,0,1,1
 175,0,1,0,1,0,1,0,0
 177,0,1,0,1,0,1,0,1
 179,0,1,0,1,0,1,1,0
 181,0,1,0,1,0,1,1,1
 183,0,1,0,1,1,0,0,0
 185,0,1,0,1,1,0,0,1
 187,0,1,0,1,1,0,1,0
 189,0,1,0,1,1,0,1,1
 191,0,1,0,1,1,1,0,0
 193,0,1,0,1,1,1,0,1
 195,0,1,0,1,1,1,1,0
 197,0,1,0,1,1,1,1,1
 199,0,1,1,0,0,0,0,0
 201,0,1,1,0,0,0,0,1
 203,0,1,1,0,0,0,1,0
 205,0,1,1,0,0,0,1,1
 207,0,1,1,0,0,1,0,0
 209,0,1,1,0,0,1,0,1
 211,0,1,1,0,0,1,1,0
 213,0,1,1,0,0,1,1,1
 215,0,1,1,0,1,0,0,0
 217,0,1,1,0,1,0,0,1
 219,0,1,1,0,1,0,1,0
 221,0,1,1,0,1,0,1,1
 223,0,1,1,0,1,1,0,0
 225,0,1,1,0,1,1,0,1
 227,0,1,1,0,1,1,1,0
 229,0,1,1,0,1,1,1,1
 231,0,1,1,1,0,0,0,0
 233,0,1,1,1,0,0,0,1
 235,0,1,1,1,0,0,1,0
 237,0,1,1,1,0,0,1,1
 239,0,1,1,1,0,1,0,0
  91,0,1,1,1,0,1,0,1
 105,0,1,1,1,0,1,1,0
 149,0,1,1,1,0,1,1,1
 510,0,1,1,1,1,0,0,0
 520,0,1,1,1,1,0,0,1
 530,0,1,1,1,1,0,1,0
 540,0,1,1,1,1,0,1,1
 550,0,1,1,1,1,1,0,0
 570,0,1,1,1,1,1,0,1
 590,0,1,1,1,1,1,1,0
 600,0,1,1,1,1,1,1,1
 610,1,0,0,0,0,0,0,0
 620,1,0,0,0,0,0,0,1
 630,1,0,0,0,0,0,1,0
 640,1,0,0,0,0,0,1,1
 650,1,0,0,0,0,1,0,0
 660,1,0,0,0,0,1,0,1
 670,1,0,0,0,0,1,1,0
 680,1,0,0,0,0,1,1,1
 683,1,0,0,0,1,0,0,0
 690,1,0,0,0,1,0,0,1
 700,1,0,0,0,1,0,1,0
 710,1,0,0,0,1,0,1,1
 730,1,0,0,0,1,1,0,0
 735,1,0,0,0,1,1,0,1
 740,1,0,0,0,1,1,1,0
 750,1,0,0,0,1,1,1,1
 760,1,0,0,1,0,0,0,0
 770,1,0,0,1,0,0,0,1
 775,1,0,0,1,0,0,1,0
 790,1,0,0,1,0,0,1,1
 800,1,0,0,1,0,1,0,0
 810,1,0,0,1,0,1,0,1
 820,1,0,0,1,0,1,1,0
 830,1,0,0,1,0,1,1,1
 840,1,0,0,1,1,0,0,0
  36,1,0,0,1,1,0,0,1
 515,1,0,0,1,1,0,1,0
 580,1,0,0,1,1,0,1,1
 595,1,0,0,1,1,1,0,0
 678,1,0,0,1,1,1,0,1
 720,1,0,0,1,1,1,1,0
